Year,Month,Day,DayOfWeek,Temp_Max,Temp_Avg,Temp_Min,Dew_Max,Dew_Avg,Dew_Min,Humid_Max,Humid_Avg,Humid_Min,Wind_Max,Wind_Avg,Wind_Min,Press_Max,Press_Avg,Press_Min,Precip,Holiday
2019,7,1,2,33,25.9,21,22,20.2,18,91,71.9,52,41,9.9,0,1000.5,998.7,997.2,5.84,0
2019,7,2,3,34,28.8,24,23,21.2,19,87,65.1,48,30,10.9,0,998.5,996.7,994.2,0,0
2019,7,3,4,32,26.4,23,23,21.2,19,88,73.6,55,24,10.3,0,997.5,996,994.5,0,0
2019,7,4,5,33,26.6,22,23,21.1,20,90,72.6,50,19,9.7,0,999.5,997.9,996.5,13.97,1
2019,7,5,6,33,28.3,24,23,22,21,87,69.5,52,20,10.6,0,1000.5,999.2,997.9,0,0
2019,7,6,7,31,27.7,24,22,22,21,87,71.1,59,17,10.8,6,999.5,997.6,995.2,0,0
2019,7,7,1,33,29,24,24,22.2,21,87,67.7,48,19,8.7,0,996.5,995.1,993.5,0,0
2019,7,8,2,32,28,23,21,19.6,18,82,61.3,45,19,12.6,7,997.5,996.4,995.2,0.76,0
2019,7,9,3,33,28.3,23,21,19.4,18,76,59.3,45,13,6.2,0,998.9,997.4,996.5,0,0
2019,7,10,4,33,29.1,24,24,21.9,21,82,65.7,52,22,7.7,0,998.5,997.1,995.2,0,0
2019,7,11,5,33,29.2,26,24,21.4,18,87,64.8,45,24,12.4,0,995.2,994,992.2,0,0
2019,7,12,6,32,27.2,23,19,15.4,13,76,50.9,31,17,9.6,0,997.2,995.8,993.9,0,0
2019,7,13,7,33,27.2,20,19,15.9,13,76,51.8,35,15,6.9,0,1000.2,998.9,996.9,0,0
2019,7,14,1,33,28.4,24,22,21.1,18,79,64.3,48,26,12.7,0,1003.5,1001.9,1000.5,0,0
2019,7,15,2,31,27.8,24,22,20.6,19,79,65.1,49,19,9.7,0,1002.5,1001.3,999.5,0,0
2019,7,16,3,32,27.6,24,23,21.2,19,82,68.1,46,33,20.2,9,999.5,997.8,995.5,0,0
2019,7,17,4,33,26.8,24,23,22.4,21,94,77.1,54,24,16,9,997.5,996.3,995.2,2.03,0
2019,7,18,5,34,28.4,24,24,22.8,21,91,73.6,46,19,11.1,6,997.9,996.5,995.2,2.29,0
2019,7,19,6,35,30.4,26,24,23,22,81,66,49,26,14.4,7,998.9,997.4,996.2,0,0
2019,7,20,7,35,30.8,27,24,22.6,22,81,62.8,47,24,11.9,6,998.9,997,995.5,0,0
2019,7,21,1,33,28.9,24,24,22.4,21,84,68,54,31,14.4,0,997.5,996,994.5,0,0
2019,7,22,2,28,24.3,22,22,20.7,16,91,79.4,62,26,11.7,0,998.2,995.5,994.2,4.57,0
2019,7,23,3,28,23,17,17,13.5,10,81,57.5,32,26,17.5,7,1000.2,999,997.9,0,0
2019,7,24,4,29,23.2,18,14,12.3,9,78,52.3,29,22,12.8,0,1002.5,1001.1,999.5,0,0
2019,7,25,5,30,24,18,14,12.9,11,75,52,32,11,6.2,0,1005.2,1003.5,1002.2,0,0
2019,7,26,6,31,25.7,19,17,14.8,12,79,53.3,33,15,6,0,1006.8,1005.2,1004.2,0,0
2019,7,27,7,33,27.1,21,18,16.8,15,81,55.7,34,24,10.3,0,1006.8,1005.1,1003.5,0,0
2019,7,28,1,33,27.8,22,19,17.8,16,81,56.8,35,19,10,0,1004.5,1002.8,1000.5,0,0
2019,7,29,2,33,27.2,23,21,18.7,17,90,62.9,38,35,15.5,0,1000.5,998.3,996.2,0,0
2019,7,30,3,31,25.6,23,22,20.8,19,93,75.6,55,26,10.9,0,998.9,997.8,996.2,8.13,0
2019,7,31,4,32,25.3,21,21,18.8,17,84,69.1,40,17,8.3,0,1001.5,1000,998.5,0,0
2019,8,1,5,32,26.7,21,18,17,16,78,57.1,39,17,10.6,6,1001.8,1000.4,998.5,0,0
2019,8,2,6,33,27.3,22,19,18.3,17,87,60,39,19,10.6,0,1000.8,999.5,997.9,0,0
2019,8,3,7,33,27.9,22,19,17,15,75,53.7,35,17,9.7,0,999.9,998.4,996.5,0,0
2019,8,4,1,33,27.9,22,18,15.7,13,71,49,31,19,9.4,0,999.2,997.8,996.2,0,0
2019,8,5,2,34,27.4,22,19,16.5,14,79,53.7,31,17,5.9,0,998.5,996.8,994.9,0,0
2019,8,6,3,34,28.2,22,22,19.3,17,76,59.5,42,26,14.5,0,995.9,993.4,990.5,0,0
2019,8,7,4,32,25.2,22,21,17.8,16,81,65.6,38,20,10.7,0,994.5,993.3,991.9,0,0
2019,8,8,5,33,27.5,22,21,18.6,17,84,61.1,40,24,10.8,0,995.5,994.5,993.5,0,0
2019,8,9,6,34,28.7,24,22,19.9,17,85,60.6,41,20,11.4,0,996.2,995.1,993.9,0,0
2019,8,10,7,32,26.8,21,18,14.5,12,73,49.3,29,20,9.5,0,998.2,996.9,995.9,0,0
2019,8,11,1,33,26.8,21,16,13.8,12,65,46.6,27,13,5.8,0,1000.2,998.5,997.2,0,0
2019,8,12,2,32,27,22,21,18.2,16,78,59.7,46,22,9.4,0,997.2,995.5,992.5,0,0
2019,8,13,3,31,26.6,23,23,21.6,20,87,73.6,61,37,14.9,0,994.5,992.5,990.2,2.79,0
2019,8,14,4,33,27.8,23,22,19.6,17,91,63.5,39,24,13,0,996.5,995.2,994.2,12.19,0
2019,8,15,5,30,25.8,21,18,17,15,81,58.9,40,24,13,7,997.9,996.9,995.9,0,0
2019,8,16,6,33,26.6,21,19,17.4,16,81,59.3,38,19,8.4,0,998.9,997.4,995.9,0,0
2019,8,17,7,34,29,23,21,20,19,81,59.3,42,22,10.4,0,998.2,996.5,995.2,0,0
2019,8,18,1,36,30.2,24,21,19.3,16,79,53.7,31,22,12.1,0,997.9,996.1,994.9,0,0
2019,8,19,2,37,29.5,23,22,20.4,18,87,60,35,19,9.4,0,999.5,998.1,996.9,0.25,0
2019,8,20,3,36,27.9,23,22,20.5,17,82,65.6,39,50,15.3,0,1000.5,999.2,997.5,0,0
2019,8,21,4,33,27.5,22,23,20.1,18,87,66.2,43,20,11.6,6,998.9,997.7,995.9,0.51,0
2019,8,22,5,30,25.6,22,23,20.1,18,87,72.6,49,44,12.7,0,999.2,997.3,995.5,12.7,0
2019,8,23,6,24,22.4,20,22,18.9,14,91,80.8,62,22,11.4,0,1002.2,1000,996.9,0,0
2019,8,24,7,28,22,16,14,12.2,11,81,55.6,36,28,14,6,1003.8,1002.3,1000.5,11.43,0
2019,8,25,1,29,23.5,17,22,16.9,12,87,66.7,53,20,9.9,0,1001.5,998.6,996.2,0,0
2019,8,26,2,24,22.1,21,22,20.3,19,93,89.2,81,24,19.1,13,996.5,995.1,993.5,3.3,0
2019,8,27,3,29,25,22,22,20.8,19,87,77.6,65,22,14.6,9,996.2,994.1,993.2,24.89,0
2019,8,28,4,28,22.8,18,19,14.4,10,93,63.2,33,22,11.5,0,999.9,998.2,996.2,0,0
2019,8,29,5,30,23.4,16,16,14,13,81,57.5,37,24,11,0,1002.2,1000.3,998.5,0,0
2019,8,30,6,32,26.6,20,19,16.6,15,76,55.2,43,17,9.6,0,1001.8,1000.4,999.2,0,0
2019,8,31,7,31,26.3,23,21,19.1,17,85,65.9,43,22,9.9,0,1003.5,1002.3,1001.5,0,0
2019,9,1,1,33,27,22,19,18.1,16,87,61,38,20,9.1,0,1002.5,1000.7,998.9,0,0
2019,9,2,2,31,26.1,22,20,18.5,17,84,63.9,45,19,9.6,6,1001.5,1000.3,999.2,0,1
2019,9,3,3,32,26.6,21,20,18.3,17,81,62,39,17,6.4,0,1000.2,998.4,996.2,0,0
2019,9,4,4,33,27.5,23,22,18.6,14,76,60,35,22,12.4,6,1000.2,998.4,996.9,0,0
2019,9,5,5,28,22.8,18,16,14.8,13,84,62.7,41,20,13.3,6,1001.8,1000,998.5,0,0
2019,9,6,6,32,24.2,18,21,16.6,14,80,64.2,44,31,11.6,0,998.2,996.1,993.2,0,0
2019,9,7,7,27,21.8,17,17,15,14,84,65.9,47,22,11.5,6,1000.2,998.3,996.5,0,0
2019,9,8,1,28,22.3,16,16,14.8,14,87,64.3,42,13,6.3,0,1001.5,1000,998.9,0,0
2019,9,9,2,33,25.8,19,17,16.4,16,81,58.5,35,11,5.2,0,1004.5,1002.6,1001.5,0,0
2019,9,10,3,37,28.8,21,19,17.6,17,78,53.5,31,15,8,0,1004.5,1003.1,1001.8,0,0
2019,9,11,4,35,29.5,26,20,18.9,18,66,54,38,15,8.3,0,1006.2,1003.6,1000.8,0,0
2019,9,12,5,35,30,24,20,18.8,17,76,52.7,36,17,7.8,0,1003.8,1001.9,1000.5,0,0
2019,9,13,6,36,29.5,23,20,19,16,82,55.2,37,24,12.1,0,1002.8,1001.5,999.9,0,0
2019,9,14,7,29,25.3,21,15,12.4,8,65,45.8,26,20,11.8,0,1008.2,1005.4,1003.2,0,0
2019,9,15,1,34,25.6,17,16,12.2,9,75,45.9,25,13,4.9,0,1004.8,1002.5,999.5,0,0
2019,9,16,2,36,28.1,21,20,17.7,16,78,55.5,38,24,10.3,0,1001.2,999.4,997.2,0,0
2019,9,17,3,32,27,22,19,16.2,13,76,53.8,33,15,10.4,6,1001.2,999.7,998.5,0,0
2019,9,18,4,32,26.1,19,17,15.6,14,78,53.9,35,15,9.1,0,1000.8,999.6,998.2,0,0
2019,9,19,5,33,26.9,21,18,15.8,13,71,51.3,33,17,8.6,0,1001.5,999.9,998.9,0,0
2019,9,20,6,32,27,22,18,17,16,76,55.5,42,22,13.4,6,1005.2,1003.1,1000.5,0,0
2019,9,21,7,33,27,23,17,14.6,12,71,48.6,28,19,11,6,1006.8,1004.3,1002.2,0,0
2019,9,22,1,33,26.7,19,14,13.2,12,73,45.7,27,30,14.7,7,1002.8,1000.4,997.2,0,0
2019,9,23,2,31,25.4,21,19,16,11,79,58,31,24,15.4,9,998.9,997.8,996.9,1.02,0
2019,9,24,3,28,21.6,16,12,9.6,6,78,49.6,26,11,5.4,0,1000.5,998.2,995.2,0,0
2019,9,25,4,31,23.3,14,18,12.2,8,75,52.4,25,20,11.7,6,995.5,993.6,991.5,0,0
2019,9,26,5,28,24.5,20,19,11.8,4,76,47.6,23,17,10.4,0,997.2,995.4,992.5,0,0
2019,9,27,6,34,25.4,16,18,13.4,7,67,48.7,33,28,13.1,0,997.5,995.4,993.2,0,0
2019,9,28,7,35,29.3,25,19,16.6,14,66,48,28,31,13,0,1002.2,998.6,994.5,0,0
2019,9,29,1,35,28.5,23,18,17.3,16,73,52.7,32,26,8.3,0,1004.2,1002.5,1000.8,0,0
2019,9,30,2,36,29.1,23,19,18.1,18,76,53.9,34,22,6.9,0,1003.2,1001.2,999.2,0,0
2019,10,1,3,36,29.2,23,19,18.1,17,79,53.5,33,20,7.9,0,1001.5,999.4,997.2,0,0
2019,10,2,4,36,29.1,22,18,17.3,16,76,50.7,30,31,12.4,0,998.9,996.9,995.2,0,0
2019,10,3,5,34,28.1,23,20,17.2,14,68,52,36,28,16.2,0,1001.8,998.3,996.2,0,0
2019,10,4,6,24,19.5,16,13,8.5,5,75,50.7,29,24,17.4,9,1007.2,1005,1002.5,0,0
2019,10,5,7,29,20.1,12,11,8.1,7,75,49.2,24,19,8.1,0,1004.8,1000.4,996.9,0,0
2019,10,6,1,26,21,16,20,17.1,13,90,79.1,62,24,13.3,0,1003.2,1000.7,996.9,1.27,0
2019,10,7,2,19,15.5,14,13,11.2,9,87,76,54,13,6.3,0,1005.5,1003.9,1002.5,34.29,0
2019,10,8,3,23,14.6,10,10,7.6,3,96,70.6,26,20,7.7,0,1005.5,1004.1,1001.5,0.51,0
2019,10,9,4,18,15.4,12,14,11.2,5,87,76.8,49,13,7.1,0,1003.8,1002.2,1001.2,0,0
2019,10,10,5,28,20.8,14,16,14,12,90,68.2,42,19,8,0,1002.5,1000.6,998.2,0,0
2019,10,11,6,24,16.9,8,17,12.9,7,90,78.5,55,35,18.4,6,1001.5,998.8,995.5,0,0
2019,10,12,7,15,9.5,4,5,0.5,-2,80,56.8,32,22,10.5,0,1005.2,1003,1000.5,7.87,0
2019,10,13,1,21,12.3,4,4,2.4,1,83,56.3,27,20,10.2,6,1000.2,998.4,996.2,0,0
2019,10,14,2,22,15.4,9,5,2.4,-1,69,45,22,17,7.5,0,1002.5,1000.4,997.9,0,0
2019,10,15,3,24,17.2,7,16,10.2,4,87,64.8,44,24,11.8,0,1000.8,995.8,991.2,0,0
2019,10,16,4,18,12.2,8,16,7.1,3,88,71.6,55,35,20.1,11,999.9,994.8,989.9,17.78,0
2019,10,17,5,17,10.5,6,4,2.5,2,79,60.7,35,20,9.4,0,1000.8,998.8,997.5,0,0
2019,10,18,6,18,11.9,5,6,3.9,3,86,60.8,37,13,5.9,0,1001.5,999.1,996.5,0,0
2019,10,19,7,23,15.7,7,13,7.1,3,77,58.3,39,19,8.3,0,996.5,993.8,990.5,0,0
2019,10,20,1,24,18.4,16,14,13,11,87,73.3,43,13,7.1,0,995.9,993.2,991.2,0,0
2019,10,21,2,24,18.3,14,16,13.7,12,87,75.2,57,39,21.9,11,995.5,990.9,988.5,0,0
2019,10,22,3,19,15.4,12,13,6.3,1,84,57,34,31,20.2,11,997.9,993.5,990.9,0.76,0
2019,10,23,4,19,13.4,6,2,0.3,-2,70,43,24,20,14.5,6,1003.5,1001.6,997.9,0,0
2019,10,24,5,23,15.3,8,8,3.8,1,69,48.7,29,19,8.9,0,1007.2,1005.2,1002.8,0,0
2019,10,25,6,16,14,12,10,8.5,8,80,70.5,62,17,7.3,0,1007.5,1005.6,1003.2,0,0
2019,10,26,7,20,16.2,12,17,13.8,10,94,85.5,78,39,17.9,7,1002.2,990.3,983.5,19.56,0
2019,10,27,1,19,15,11,12,8.7,7,83,67.5,47,31,11.6,0,1000.2,996.4,988.2,13.72,0
2019,10,28,2,21,12.3,8,12,8.8,6,93,79.6,51,17,5.8,0,1002.2,1000.6,999.2,0,0
2019,10,29,3,17,14.5,12,11,10.4,9,89,76.7,62,11,6.5,0,1004.5,1002.6,1000.2,0,0
2019,10,30,4,16,14.4,13,14,12.6,9,97,88.6,74,17,8.9,0,1003.2,996.9,992.9,0,0
2019,10,31,5,15,8.5,2,14,5.6,-4,93,82,64,41,23.6,6,1007.2,993.5,987.2,42.16,0
2019,11,1,6,10,3.9,-1,-1,-3.3,-4,79,61.3,36,15,8.2,0,1011.1,1008.6,1006.2,4.83,0
2019,11,2,7,13,6,0,1,-1.2,-3,85,63.3,37,22,10.9,0,1006.8,1005.5,1004.5,0,0
2019,11,3,1,13,7.4,0,0,-1.8,-3,88,56.8,32,20,9.7,6,1008.2,1005.5,1002.8,0,0
2019,11,4,2,18,10.8,3,1,-0.7,-2,73,48.5,28,24,12.6,6,1003.5,1002.1,1000.5,0,0
2019,11,5,3,13,9.2,4,6,3.5,0,86,68.7,43,19,10.3,0,1010.8,1007.6,1002.5,0,0
2019,11,6,4,14,8.5,2,8,2.7,-1,86,69.5,40,19,5.3,0,1012.5,1009.2,1004.2,1.02,0
2019,11,7,5,11,6.8,1,9,4,-6,90,81.9,64,31,15.2,0,1011.8,1006.9,1003.8,5.84,0
2019,11,8,6,4,0,-3,-6,-7.9,-9,72,56.3,39,20,9.4,0,1014.1,1011.9,1008.5,10.16,0
2019,11,9,7,11,4.3,-3,-4,-5.7,-7,78,51.9,29,20,8.9,0,1008.8,1003.3,999.5,0,0
2019,11,10,1,19,12.3,6,4,0.8,-3,66,46.6,33,28,13.5,7,1000.8,998.9,996.2,0,0
2019,11,11,2,16,6.2,-1,6,1.9,-3,93,76.9,49,33,19.4,0,1005.8,1000.6,996.2,0,1
2019,11,12,3,-1,-4.8,-7,-4,-10.5,-13,81,65.7,57,31,18.1,7,1014.1,1012,1006.5,6.1,0
2019,11,13,4,2,-3.4,-9,-6,-9.5,-13,77,63.9,43,19,9.8,0,1012.8,1008.8,1003.8,0,0
2019,11,14,5,9,3,-3,-4,-5.4,-6,78,56.2,36,17,8.9,0,1009.2,1006.4,1004.2,0,0
2019,11,15,6,7,1.8,-2,-3,-4.4,-6,78,64.1,43,15,8.8,0,1010.8,1009.3,1008.5,0,0
2019,11,16,7,9,3.1,-2,-2,-3,-4,82,64.8,44,17,10.4,0,1009.8,1007.3,1003.5,0,0
2019,11,17,1,9,4.5,-2,-1,-2.4,-4,85,62.8,44,7,2.4,0,1002.8,998.6,993.5,0,0
2019,11,18,2,8,5.8,3,3,1.2,-1,83,72.2,65,17,5.7,0,993.2,992,990.9,0,0
2019,11,19,3,8,6.6,3,6,4.4,1,93,84.9,66,15,9.1,6,997.5,993.1,990.5,0,0
2019,11,20,4,9,7.1,5,5,3.5,3,89,79.3,68,19,8.3,0,1006.5,1003.8,997.9,3.05,0
2019,11,21,5,16,11.2,6,8,5.2,3,82,67.8,46,31,16.2,9,1004.5,1000.1,997.2,0,0
2019,11,22,6,14,8.4,4,11,5.2,1,90,80.7,63,30,14.3,6,1002.5,999.8,996.9,12.45,0
2019,11,23,7,7,5,4,4,2.6,0,89,84.9,76,20,13.3,0,998.5,990.4,986.2,0.51,0
2019,11,24,1,11,5.9,2,2,0.8,0,86,71.4,50,20,13.6,6,994.5,993,991.2,5.33,0
2019,11,25,2,18,9.9,3,4,2.7,1,86,63,38,20,12,7,992.5,991.1,989.5,0,0
2019,11,26,3,14,11.6,7,11,6.9,3,90,73.8,56,26,17.2,7,994.9,992,989.2,0,0
2019,11,27,4,17,12.3,4,14,5.1,-2,89,64.9,36,57,30,9,1007.8,992.6,983.5,22.1,0
2019,11,28,5,6,4.3,2,-2,-2.1,-3,72,63.2,60,20,11.7,6,1013.8,1011.7,1007.8,0,1
2019,11,29,6,8,6,4,1,-1.2,-2,65,60.2,54,13,7.2,0,1010.5,1007.1,1000.5,0,1
2019,11,30,7,16,7.5,4,13,5.9,2,93,90.2,76,26,10.9,0,999.9,992.5,980.5,36.07,0
2019,12,1,1,17,8.7,3,14,3.4,-2,87,69.9,46,43,26.4,11,988.9,983.6,979.2,40.64,0
2019,12,2,2,3,2.4,2,1,-1.1,-2,86,77.7,70,31,21.8,9,1001.2,996.5,989.2,1.02,0
2019,12,3,3,7,3.3,1,-2,-3,-4,76,64.1,49,20,14.9,9,999.9,995.5,990.2,0,0
2019,12,4,4,12,6.9,3,0,-1.4,-3,76,58.3,34,33,19.8,11,996.5,991.6,989.2,0,0
2019,12,5,5,14,7.5,1,1,-1.4,-2,79,55.7,33,15,7.1,0,1002.5,1000.1,996.9,0,0
2019,12,6,6,12,9,5,7,3.3,-1,83,68.1,41,26,12.1,0,1008.8,1003.2,999.9,0,0
2019,12,7,7,10,4.2,-1,-1,-2.3,-4,79,64.4,43,15,8.5,0,1011.1,1009.1,1006.8,1.78,0
2019,12,8,1,16,9.3,1,7,3,-2,89,67.7,49,26,12.8,0,1006.2,1001,995.5,0,0
2019,12,9,2,17,14.6,12,13,10.1,4,83,75.1,53,37,23.9,15,994.9,988.8,984.9,2.29,0
2019,12,10,3,11,1.1,-3,8,-6.3,-12,80,59.1,42,31,19.3,9,1011.5,1003.3,991.5,1.78,0
2019,12,11,4,6,0.1,-6,-6,-8,-9,78,56.7,37,22,10.1,0,1015.5,1013.9,1011.8,0,0
2019,12,12,5,11,3.5,-3,-2,-4.7,-7,75,56.6,35,15,9,0,1015.8,1011.1,1003.8,0,0
2019,12,13,6,9,7.6,4,6,3.9,-3,93,77.8,56,20,8.7,0,1003.2,996,989.5,0,0
2019,12,14,7,8,6.5,4,6,3.1,1,93,80.8,66,26,14.6,0,994.9,989.8,987.9,12.7,0
2019,12,15,1,4,2.5,1,1,-2.4,-5,86,70.9,59,26,13.5,0,1003.2,999.8,995.5,0,0
2019,12,16,2,4,3.1,2,2,1.6,1,93,89.1,86,24,12.7,6,1000.2,996.9,993.2,8.13,0
2019,12,17,3,5,1.4,-2,1,-2,-6,93,79.6,55,31,20.9,9,1003.8,998.9,992.5,24.13,0
2019,12,18,4,-1,-2.8,-4,-6,-7,-9,81,74.3,66,22,13.3,6,1012.1,1007.7,1003.2,0.25,0
2019,12,19,5,6,-0.4,-6,-6,-7.4,-9,85,61.5,38,15,8.4,0,1014.1,1012.5,1011.5,0,0
2019,12,20,6,9,3.5,-2,-3,-4.6,-6,75,57.2,37,9,6.5,0,1016.1,1013.8,1012.1,0,0
2019,12,21,7,12,6.2,1,-1,-2,-3,79,57.4,37,11,5.9,0,1013.1,1011.5,1010.2,0,0
2019,12,22,1,12,5.8,1,1,-0.5,-2,89,65.9,45,7,4.4,0,1010.5,1007.8,1003.8,0,0
2019,12,23,2,17,8.3,1,4,1.3,-1,85,64.2,37,19,8.2,0,1003.2,1001.6,999.9,0,0
2019,12,24,3,18,8.2,2,5,2.6,0,89,70.3,39,9,2.2,0,1003.2,1000.8,999.2,0,1
2019,12,25,4,21,10.1,2,9,4.8,-1,86,71.1,47,17,7,0,1000.2,999,997.9,0,1
2019,12,26,5,18,14.5,9,10,8.8,7,90,69.5,56,19,11,7,1003.2,1001.7,999.2,0,0
2019,12,27,6,17,15.5,12,12,9.9,8,83,70,58,15,9.3,0,1006.5,1004.8,1002.8,0,0
2019,12,28,7,17,14.1,12,13,10.7,9,87,80.4,70,19,9.6,0,1004.8,1002,994.9,0,0
2019,12,29,1,18,16.2,13,16,13.6,11,90,84.8,70,22,14.2,6,994.2,989.8,980.5,3.56,0
2019,12,30,2,14,8.3,4,12,3.4,-2,90,72.1,55,52,25.4,0,992.5,987.1,979.6,36.07,0
2019,12,31,3,4,3.5,3,-2,-3.1,-4,65,61.3,57,33,23.7,11,996.5,994.5,991.9,0,1